api-1  | INFO:     Will watch for changes in these directories: ['/app']
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb89506fad0>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:04:01 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:04:01.275699579Z', 'response': '{\n  "reasoning": "The user is asking for a list of managers, which involves identifying relationships between entities. This requires executing a custom Cypher query to traverse the \'REPORTS_TO\' relationship in the database.",\n  "tools": ["custom_query", "store_message"],\n  "response_type": "custom"\n}', 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 600, 19551, 47330, 688, 17920, 20573, 1256, 5218, 461, 5973, 12804, 2769, 6885, 372, 4818, 32, 2448, 7456, 518, 328, 37860, 4250, 6153, 8253, 810, 17340, 10088, 20608, 461, 31583, 322, 2091, 7024, 372, 43033, 32, 203, 203, 1240, 1474, 44, 313, 668, 1169, 39143, 20, 203, 203, 25431, 26235, 2198, 6016, 44, 203, 1318, 3500, 4304, 36713, 332, 12083, 279, 706, 623, 44, 203, 31, 225, 39, 34, 34, 7024, 10160, 26811, 1728, 44, 26585, 30, 27724, 30, 7778, 8842, 30, 40390, 30, 7688, 203, 31, 225, 37, 39, 18920, 6237, 44, 7349, 11325, 308, 3711, 8637, 471, 45049, 3704, 308, 3711, 8637, 471, 16966, 24386, 308, 3711, 8637, 27, 203, 31, 225, 35, 39, 8184, 31, 18651, 8351, 6237, 44, 7337, 45486, 308, 89, 38082, 471, 2398, 570, 38082, 41772, 308, 89, 38082, 471, 29321, 15054, 18666, 308, 40180, 27, 203, 31, 225, 36, 34, 20608, 461, 4953, 29879, 203, 203, 56, 726, 61, 758, 1996, 358, 5180, 1400, 44, 203, 1212, 13400, 44, 203, 31, 11038, 44, 804, 30, 636, 30, 4096, 30, 23572, 30, 4203, 30, 420, 548, 81, 770, 30, 3894, 30, 7884, 81, 314, 203, 31, 12641, 44, 804, 30, 636, 30, 23572, 30, 9280, 203, 31, 7051, 44, 804, 30, 636, 30, 3048, 30, 827, 30, 16190, 81, 18495, 261, 203, 31, 15310, 44, 804, 30, 636, 30, 3048, 30, 6215, 30, 25017, 30, 18392, 81, 681, 30, 4953, 81, 43075, 203, 31, 4578, 44, 4707, 30, 298, 365, 81, 23423, 30, 6341, 203, 203, 30996, 44, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 438, 81, 18637, 111, 6583, 26, 8237, 27, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 27033, 81, 770, 111, 6583, 26, 1564, 27, 203, 31, 308, 6005, 7824, 2867, 25252, 69, 81, 1407, 6583, 26, 6005, 27, 203, 31, 308, 8237, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 31, 308, 1564, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 203, 10332, 544, 458, 1474, 30, 19737, 2769, 6885, 1395, 526, 11508, 32, 2448, 883, 13152, 1591, 556, 1829, 432, 322, 2412, 8684, 44, 478, 35, 32, 313, 1903, 81, 4603, 20, 429, 7422, 1471, 1406, 31, 8282, 11792, 308, 16607, 30, 18920, 30, 8351, 30, 20608, 30, 5218, 27, 203, 36, 32, 313, 2988, 81, 1217, 20, 429, 10945, 312, 3115, 22350, 36149, 2467, 436, 8640, 12083, 279, 706, 5167, 203, 37, 32, 313, 43085, 81, 23423, 20, 429, 8125, 322, 1474, 372, 298, 365, 41954, 308, 5807, 429, 793, 458, 436, 4302, 48223, 27, 203, 38, 32, 313, 2157, 81, 1436, 20, 429, 8809, 322, 1474, 328, 322, 3500, 203, 203, 33862, 24308, 7591, 5776, 1102, 44, 203, 203, 4855, 313, 2988, 81, 1217, 20, 436, 3282, 15103, 44, 203, 203, 15147, 31, 758, 21736, 1345, 21810, 527, 12145, 308, 28185, 711, 203, 31, 15310, 4953, 44, 313, 59, 1849, 372, 2054, 1593, 392, 313, 6893, 745, 439, 745, 1410, 392, 313, 7733, 1182, 2129, 436, 2523, 392, 313, 59, 3464, 4740, 544, 399, 20, 203, 31, 15310, 13668, 44, 313, 19483, 42665, 1593, 7231, 392, 313, 19483, 1182, 18392, 436, 1410, 392, 313, 19483, 1395, 439, 12440, 372, 2625, 2523, 20, 203, 31, 4187, 4264, 9359, 44, 313, 19483, 4264, 4954, 1593, 392, 313, 19483, 883, 2596, 2126, 544, 1410, 392, 313, 19483, 27608, 2523, 26441, 1353, 20, 203, 31, 2252, 4339, 10017, 44, 313, 7733, 20608, 4871, 372, 1593, 392, 313, 7733, 1182, 5349, 436, 1410, 4953, 392, 313, 15965, 436, 2523, 20, 203, 31, 19965, 3049, 44, 313, 19569, 312, 537, 2074, 392, 313, 10898, 27869, 436, 1593, 392, 313, 9165, 299, 1410, 2787, 20, 203, 203, 22581, 927, 27002, 726, 1737, 726, 16928, 1296, 44, 203, 31, 10702, 33, 32754, 10017, 44, 313, 19483, 438, 1593, 1182, 7884, 392, 313, 19483, 14201, 372, 1410, 392, 313, 19483, 1957, 1593, 3639, 372, 20, 203, 31, 12641, 999, 47482, 44, 313, 19483, 884, 322, 6498, 27608, 392, 313, 1809, 6498, 27608, 328, 26585, 392, 313, 19483, 27608, 322, 25573, 6498, 20, 203, 31, 24274, 279, 5193, 44, 313, 19483, 1401, 322, 4630, 14201, 392, 313, 1809, 39143, 392, 313, 2245, 597, 322, 21291, 20, 203, 31, 12641, 26050, 44, 313, 19483, 1182, 544, 322, 1593, 6498, 392, 313, 1809, 8999, 432, 1410, 6498, 392, 313, 7733, 6498, 438, 1593, 544, 20, 203, 31, 19178, 31, 18651, 9209, 44, 313, 19483, 4847, 623, 1593, 392, 313, 1809, 1593, 1182, 932, 274, 481, 1032, 392, 313, 2245, 597, 12215, 20, 203, 31, 24506, 9209, 44, 313, 6893, 5075, 7024, 328, 26585, 392, 313, 998, 810, 23572, 392, 313, 2245, 23572, 12998, 20, 203, 31, 21138, 7024, 11792, 44, 313, 34128, 328, 1593, 392, 313, 16607, 328, 1410, 23572, 392, 313, 15989, 328, 2523, 392, 313, 17733, 328, 399, 20, 203, 203, 27571, 549, 14199, 1798, 6307, 10363, 47751, 44, 203, 31, 15310, 33243, 44, 313, 1809, 7663, 20608, 392, 313, 605, 27919, 10130, 392, 313, 12196, 29787, 20, 203, 31, 20989, 2612, 3453, 7996, 44, 313, 19483, 13650, 1593, 392, 313, 7733, 6498, 42665, 1410, 392, 313, 43054, 1478, 35443, 436, 2523, 20, 203, 31, 6833, 34467, 44, 313, 27485, 10153, 436, 1593, 392, 313, 7439, 372, 2054, 1410, 392, 313, 19483, 372, 7260, 436, 2523, 20, 203, 203, 4855, 313, 1903, 81, 4603, 20, 436, 3282, 15103, 44, 203, 31, 7155, 636, 2779, 9016, 44, 313, 1809, 21566, 35142, 392, 313, 2245, 597, 48804, 2371, 392, 313, 10122, 475, 26638, 20, 203, 31, 9261, 4422, 33243, 1412, 2370, 24240, 436, 25041, 44, 313, 2245, 26585, 18920, 392, 313, 668, 7663, 20608, 20, 203, 31, 7155, 11659, 33243, 2876, 25041, 556, 17495, 203, 203, 4855, 313, 43085, 81, 23423, 20, 436, 44, 203, 31, 24410, 1029, 19509, 44, 313, 7656, 392, 313, 29376, 392, 313, 6893, 884, 844, 20, 203, 31, 12495, 31, 12708, 279, 10017, 203, 203, 30007, 2305, 313, 2157, 81, 1436, 20, 372, 4131, 19509, 8142, 203, 203, 3307, 447, 18939, 3042, 1197, 11785, 3942, 44, 203, 31, 1670, 322, 2467, 37383, 624, 2253, 30, 11551, 73, 488, 15205, 30, 8741, 43656, 30, 556, 25041, 3733, 11740, 30, 793, 313, 2988, 81, 1217, 20, 203, 31, 1670, 322, 1256, 438, 24240, 2625, 19359, 30, 8049, 30, 556, 9631, 299, 4660, 30, 793, 313, 2988, 81, 1217, 20, 372, 2290, 10088, 20608, 461, 34027, 203, 31, 1670, 322, 1256, 5652, 372, 3702, 313, 19483, 1395, 439, 12440, 372, 20, 556, 313, 19483, 1182, 18392, 392, 793, 313, 2988, 81, 1217, 20, 203, 203, 33862, 44, 43728, 623, 28222, 312, 2080, 3398, 1300, 30, 1289, 1604, 1344, 32, 886, 3398, 2298, 4799, 44, 203, 31, 313, 10354, 299, 563, 10604, 5966, 299, 436, 322, 17200, 308, 35542, 415, 2899, 31, 42368, 461, 2769, 2953, 1849, 27, 203, 31, 313, 4280, 563, 2629, 432, 4559, 4467, 372, 1476, 203, 31, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 436, 298, 365, 41954, 14812, 30, 313, 1903, 20, 436, 3500, 3233, 14812, 30, 313, 2988, 20, 436, 3115, 2467, 14812, 30, 556, 313, 6172, 20, 436, 1604, 14812, 203, 203, 5297, 14812, 44, 203, 109, 334, 313, 10354, 299, 563, 313, 2272, 438, 312, 4302, 11210, 1474, 30, 1259, 439, 1395, 4483, 561, 372, 298, 365, 41954, 619, 322, 1244, 5853, 4414, 334, 313, 4280, 563, 3037, 43085, 81, 23423, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 438, 24240, 372, 3233, 436, 2818, 11740, 2876, 41905, 12112, 2471, 4414, 334, 313, 4280, 563, 3037, 1903, 81, 4603, 3439, 334, 313, 1986, 81, 681, 563, 313, 1903, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 1401, 312, 2899, 31, 42368, 2467, 2625, 19359, 4660, 461, 5652, 372, 2290, 10088, 20608, 461, 322, 2091, 7024, 308, 5883, 27608, 30, 7231, 34027, 27, 372, 1389, 623, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111, 0, 203, 49152, 17594, 49153, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 438, 24240, 436, 312, 1149, 432, 39143, 30, 1510, 37383, 31583, 25041, 3733, 11740, 32, 1348, 7171, 16924, 312, 3115, 22350, 36149, 2467, 372, 29046, 322, 330, 25252, 69, 81, 1407, 25, 12112, 328, 322, 3500, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111], 'total_duration': 2587181318, 'load_duration': 7374454, 'prompt_eval_count': 1427, 'prompt_eval_duration': 874054420, 'eval_count': 72, 'eval_duration': 1705301699}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | INFO:query_patterns:Matched pattern 'find_by_role' for query: list all managers
api-1  | INFO:root:Using pre-compiled pattern for query: list all managers
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are a helpful assistant that formats database query results for task-oriented users who need to complete work and find the right people to collaborate with.\n\nUser\'s original request: "list all managers"\n\nDatabase results:\n{\'query\': "MATCH (p:Person) WHERE p.role CONTAINS \'manager\' OR p.role CONTAINS \'Manager\' RETURN p.id, p.name, p.email, p.department, p.role, labels(p) as labels LIMIT 25", \'count\': 25, \'results\': [{\'p.id\': \'person_1\', \'p.name\': \'Michael Mack\', \'p.email\': \'ivalentine@example.com\', \'p.department\': \'Engineering\', \'p.role\': \'Senior Engineering Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_2\', \'p.name\': \'Becky Melendez\', \'p.email\': \'blacknancy@example.net\', \'p.department\': \'Operations\', \'p.role\': \'Business Operations Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_6\', \'p.name\': \'Justin Pittman\', \'p.email\': \'ericortiz@example.org\', \'p.department\': \'Marketing\', \'p.role\': \'VP of Marketing Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_11\', \'p.name\': \'Rebecca Jenkins\', \'p.email\': \'robert54@example.com\', \'p.department\': \'Marketing\', \'p.role\': \'Marketing Operations Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_14\', \'p.name\': \'Cody Smith DVM\', \'p.email\': \'heather99@example.org\', \'p.department\': \'Security\', \'p.role\': \'Security Manager Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_15\', \'p.name\': \'Kenneth Medina\', \'p.email\': \'tiffany76@example.net\', \'p.department\': \'HR\', \'p.role\': \'HR Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_20\', \'p.name\': \'Joseph Krause\', \'p.email\': \'vincentjames@example.com\', \'p.department\': \'Product\', \'p.role\': \'Associate Product Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_21\', \'p.name\': \'Nicolas Johnson\', \'p.email\': \'ipena@example.org\', \'p.department\': \'Operations\', \'p.role\': \'Operations Manager Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_31\', \'p.name\': \'Joseph Guerrero\', \'p.email\': \'harrismadison@example.net\', \'p.department\': \'Business Development\', \'p.role\': \'Senior Business Development Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_33\', \'p.name\': \'Kenneth Luna\', \'p.email\': \'rileygabriel@example.org\', \'p.department\': \'Security\', \'p.role\': \'Security Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_36\', \'p.name\': \'Dakota Rojas\', \'p.email\': \'tiffanymontgomery@example.org\', \'p.department\': \'HR\', \'p.role\': \'HR Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_42\', \'p.name\': \'Patricia Mitchell\', \'p.email\': \'johnsonzachary@example.net\', \'p.department\': \'Quality Assurance\', \'p.role\': \'QA Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_43\', \'p.name\': \'Annette Hobbs\', \'p.email\': \'murrayjulia@example.org\', \'p.department\': \'Marketing\', \'p.role\': \'Marketing Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_44\', \'p.name\': \'Alex Guerra\', \'p.email\': \'stantonlauren@example.net\', \'p.department\': \'Customer Success\', \'p.role\': \'Customer Support Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_45\', \'p.name\': \'Kenneth Green\', \'p.email\': \'veronica87@example.com\', \'p.department\': \'Research\', \'p.role\': \'Market Research Manager Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_46\', \'p.name\': \'George Campos\', \'p.email\': \'stephaniegraham@example.net\', \'p.department\': \'Quality Assurance\', \'p.role\': \'QA Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_52\', \'p.name\': \'Michael Allen\', \'p.email\': \'dominique93@example.com\', \'p.department\': \'Business Development\', \'p.role\': \'Senior Business Development Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_58\', \'p.name\': \'Molly Thomas\', \'p.email\': \'bellbenjamin@example.net\', \'p.department\': \'Product\', \'p.role\': \'Principal Product Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_66\', \'p.name\': \'Alexandra Lewis\', \'p.email\': \'rossdana@example.com\', \'p.department\': \'Product\', \'p.role\': \'Product Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_68\', \'p.name\': \'David Butler\', \'p.email\': \'lcole@example.net\', \'p.department\': \'Data Science\', \'p.role\': \'Data Science Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_79\', \'p.name\': \'Cindy Perkins\', \'p.email\': \'jenniferhiggins@example.com\', \'p.department\': \'Security\', \'p.role\': \'Security Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_80\', \'p.name\': \'John Villanueva\', \'p.email\': \'lschwartz@example.org\', \'p.department\': \'Product\', \'p.role\': \'Group Product Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_84\', \'p.name\': \'Monica Wright\', \'p.email\': \'alexparks@example.org\', \'p.department\': \'Customer Success\', \'p.role\': \'Senior Customer Success Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_85\', \'p.name\': \'Amanda Davis\', \'p.email\': \'agordon@example.net\', \'p.department\': \'Research\', \'p.role\': \'Research Manager\', \'labels\': [\'Person\']}, {\'p.id\': \'person_86\', \'p.name\': \'Maria Bond\', \'p.email\': \'dawsonwilliam@example.net\', \'p.department\': \'Business Development\', \'p.role\': \'Partnership Manager\', \'labels\': [\'Person\']}]}\n\nPlease format these results in a clear, actionable way that helps the user complete their task using **valid Markdown formatting**.\n\nGuidelines:\n- Present the information in a natural, conversational tone focused on enabling action\n- Use Markdown syntax for formatting:\n  - **Bold text** for emphasis and key contacts/policies\n  - `Code blocks` for names, roles, or technical terms when appropriate\n  - ## Headers for sections when organizing information\n  - * Bullet points for lists\n  - | Tables | when showing structured data\n  - > Blockquotes for important insights or next steps\n\nTASK-ORIENTED FORMATTING PRIORITIES:\n\n**For Policy & Compliance Results:**\n- **Highlight critical/high severity policies first**\n- Show policy names, categories, and key requirements\n- **Emphasize who owns each policy** (teams/groups responsible)\n- Include contact information for policy owners when available\n- Suggest next steps for compliance or implementation\n\n**For People/Contact Results:**\n- **Prioritize leads, managers, and decision-makers**\n- Always show: name, role, email, department\n- **Bold the names of team leads and key stakeholders**\n- Group people by their relevance to the task (e.g., "Policy Owners", "Team Leads", "Approvers")\n- Include team/group affiliations to show expertise areas\n\n**For Task Implementation:**\n- Structure results as actionable guidance\n- Use section headers like:\n  - "## Key People to Contact"\n  - "## Relevant Policies to Review" \n  - "## Next Steps"\n- **Bold the most important contacts** to reach out to first\n- Explain why each person/policy is relevant to their task\n\n**Response Structure:**\n1. Start with a direct answer to their question\n2. Show the most critical/high-priority items first\n3. Group related information together\n4. End with suggested next steps or additional considerations\n\n**Key Features:**\n- Highlight key insights, patterns, or relationships in the data\n- If there are many results, summarize the most important ones and provide key statistics\n- **If there are no results, be direct and honest - simply state "No policies were found" or "No matching results" without making up information**\n- For organizational data, emphasize **who can help** and **who has authority**\n- Make the response helpful, actionable, and easy to understand\n- Include counts/totals when relevant (e.g., "Found **3 critical policies** and **5 key contacts**")\n\n**NO RESULTS HANDLING:**\n- If no policies are found, respond with: "No policies were found matching your request."\n- If no people are found, respond with: "No people were found matching your criteria."\n- If no teams/groups are found, respond with: "No teams or groups were found for this area."\n- DO NOT suggest alternative searches or provide generic advice unless there are actual results\n- DO NOT invent or hallucinate information when no results exist\n- Keep no-results responses brief and factual\n\nIMPORTANT: Use proper Markdown formatting throughout your response. Focus on enabling the user to take action and complete their task efficiently. When there are no results, be honest and direct rather than filling space with potentially incorrect information.', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb895085390>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:04:34 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
